> Recv: 0 B, Paid 0 FIL, ClientEventOpen (DealStatusNew)
> Recv: 50.47 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 50.72 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 50.97 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 51.22 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 51.47 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 51.72 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 51.74 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 51.74 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 51.99 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 52.24 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 52.49 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 52.74 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 52.99 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 53.24 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 53.49 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 53.74 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 53.99 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 54.24 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 54.49 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 54.74 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 54.99 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 54.99 MiB, Paid 0.00000000009480122 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 55.24 MiB, Paid 0.00000000009480122 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 55.24 MiB, Paid 0.00000000009480122 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 55.24 MiB, Paid 0.000000000115854848 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 55.49 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 55.74 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 55.99 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 56.24 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 56.49 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 56.51 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 56.51 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 56.76 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 57.01 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 57.26 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 57.51 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 57.76 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 58.01 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 58.26 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 58.51 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 58.76 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 59.01 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 59.26 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 59.51 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 59.76 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 60.01 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 60.26 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 60.51 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 60.76 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 61.01 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 61.26 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 61.28 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 61.28 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 61.53 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 61.78 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 62.03 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 62.28 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 62.53 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 62.78 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 63.03 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 63.28 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 63.53 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 63.78 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 64.03 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 64.28 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 64.53 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 64.78 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 65.03 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 65.28 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 65.53 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 65.78 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 66.03 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 66.05 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 66.05 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 66.05 MiB, Paid 0.000000000115854848 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 66.3 MiB, Paid 0.000000000115854848 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 66.3 MiB, Paid 0.000000000115854848 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 66.3 MiB, Paid 0.000000000139046234 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 66.55 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 66.8 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 67.05 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 67.3 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 67.55 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 67.8 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 68.05 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 68.3 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 68.55 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 68.8 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 69.05 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 69.3 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 69.55 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 69.8 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 70.05 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 70.3 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 70.55 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 70.8 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 70.82 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 70.82 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 71.07 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 71.32 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 71.57 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 71.82 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 72.07 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 72.32 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 72.57 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 72.82 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 73.07 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 73.32 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 73.57 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 73.82 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 74.07 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 74.32 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 74.57 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 74.82 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 75.07 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 75.32 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 75.57 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 75.59 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 75.59 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 75.84 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 76.09 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 76.34 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 76.59 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 76.84 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 77.09 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 77.34 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 77.59 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 77.84 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 78.09 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 78.09 MiB, Paid 0.000000000139046234 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 78.34 MiB, Paid 0.000000000139046234 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 78.34 MiB, Paid 0.000000000139046234 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 78.34 MiB, Paid 0.00000000016429439 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 78.59 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 78.84 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 79.09 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 79.34 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 79.59 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 79.84 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 80.09 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 80.34 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 80.36 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 80.36 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 80.61 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 80.86 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 81.11 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 81.36 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 81.61 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 81.86 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 82.11 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 82.36 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 82.61 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 82.86 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 83.11 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 83.36 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 83.61 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 83.86 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 84.11 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 84.36 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 84.61 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 84.86 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 85.11 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 85.13 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 85.13 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 85.38 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 85.63 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 85.88 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 86.13 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 86.38 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 86.63 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 86.88 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 87.13 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 87.38 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 87.63 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 87.88 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 88.13 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 88.38 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 88.63 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 88.88 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 89.13 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 89.38 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 89.63 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 89.88 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 89.9 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 89.9 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 90.15 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 90.4 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 90.65 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 90.9 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 91.15 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 91.15 MiB, Paid 0.00000000016429439 FIL, ClientEventPaymentRequested (DealStatusFundsNeeded)
> Recv: 91.4 MiB, Paid 0.00000000016429439 FIL, ClientEventBlocksReceived (DealStatusFundsNeeded)
> Recv: 91.4 MiB, Paid 0.00000000016429439 FIL, ClientEventSendFunds (DealStatusSendFunds)
> Recv: 91.4 MiB, Paid 0.000000000191680304 FIL, ClientEventPaymentSent (DealStatusOngoing)
> Recv: 91.65 MiB, Paid 0.000000000191680304 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 91.9 MiB, Paid 0.000000000191680304 FIL, ClientEventBlocksReceived (DealStatusOngoing)
> Recv: 92.15 MiB, Paid 0.000000000191680304 FIL, ClientEventBlocksReceived (DealStatusOngoing)
ERROR: retrieval timed out

Command exited with non-zero status 124
1.28user 0.27system 22:00.00elapsed 0%CPU (0avgtext+0avgdata 68088maxresident)k
0inputs+0outputs (0major+10375minor)pagefaults 0swaps
